row.names,pclass,survived,name,age,embarked,home.dest,room,ticket,boat,sex,first_class,second_class,third_class
220,0,1,"Ryerson, Mrs Arthur Larned (Emily Maria Borie)",48,Cherbourg,"Haverford, PA / Cooperstown, NY",,17608 L262 7s 6d,4,0,1,0,0
221,0,1,"Ryerson, Miss Emily Borie",18,Cherbourg,"Haverford, PA / Cooperstown, NY",,17608 L262 7s 6d,4,0,1,0,0
222,0,1,"Ryerson, Master John Borie",13,Cherbourg,"Haverford, PA / Cooperstown, NY",,17608 L262 7s 6d,4,1,1,0,0
223,0,1,"Ryerson, Miss Susan (Suzette) Parker",21,Cherbourg,"Haverford, PA / Cooperstown, NY",,17608 L262 7s 6d,4,0,1,0,0
224,0,1,"Saalfeld, Mr Adolphe",31.19418104,Southampton,"Manchester, England",,,3,1,1,0,0
225,0,1,"Salomon, Mr Abraham L.",31.19418104,Southampton,"New York, NY",,,1,1,1,0,0
226,0,1,"Schabert, Mrs Paul (Emma Mock)",31.19418104,Cherbourg,"New York, NY",,,11,0,1,0,0
227,0,1,"Seward, Mr Frederic Kimber",34,Southampton,"New York, NY",,,7,1,1,0,0
228,0,1,"Shutes, Miss Elizabeth W.",40,Southampton,"New York, NY / Greenwich CT",C-125,17582 L153 9s 3d,3,0,1,0,0
229,0,1,"Silverthorne, Mr Spencer Victor",36,Southampton,"St Louis, MO",,,5,1,1,0,0
230,0,0,"Silvey, Mr William Baird",50,,"Duluth, MN",,,,1,1,0,0
231,0,1,"Silvey, Mrs William Baird (Alice Munger)",39,,"Duluth, MN",,,,0,1,0,0
232,0,1,"Simonius-Blumer, Col Alfons",56,,"Basel, Switzerland",,,3,1,1,0,0
233,0,1,"Sloper, Mr William Thompson",28,Southampton,"New Britain, CT",,,7,1,1,0,0
234,0,0,"Smart, Mr John Montgomery",56,Southampton,"New York, NY",,,,1,1,0,0
235,0,0,"Smith, Mr James Clinch",56,Cherbourg,"St James, Long Island, NY",,,,1,1,0,0
236,0,0,"Smith, Mr Lucien Philip",24,Southampton,"Huntington, WV",,,,1,1,0,0
237,0,1,"Smith, Mrs Lucien Philip (Mary Eloise Hughes",18,Southampton,"Huntington, WV",,,6,0,1,0,0
238,0,0,"Smith, Mr Richard William",31.19418104,Southampton,"Streatham, Surrey",,,,1,1,0,0
239,0,1,"Snyder, Mr John Pillsbury",24,Southampton,"Minneapolis, MN",,,7,1,1,0,0
240,0,1,"Snyder, Mrs John Pillsbury (Nelle Stevenson)",23,Southampton,"Minneapolis, MN",,,7,0,1,0,0
241,0,1,"Spedden, Mr Frederick Oakley",45,Cherbourg,"Tuxedo Park, NY",,,3,1,1,0,0
242,0,1,"Spedden, Mrs Frederick Oakley (Margaretta Corning Stone)",40,Cherbourg,"Tuxedo Park, NY",,,3,0,1,0,0
243,0,1,"Spedden, Master Robert Douglas",6,Cherbourg,"Tuxedo Park, NY",,,3,1,1,0,0
244,0,0,"Spencer, Mr William Augustus",57,Cherbourg,"Paris, France",,,,1,1,0,0
245,0,1,"Spencer, Mrs William Augustus (Marie Eugenie)",31.19418104,Cherbourg,"Paris, France",,,6,0,1,0,0
246,0,1,"Staehlin, Dr Max",32,Cherbourg,"Basel, Switzerland",,,3,1,1,0,0
247,0,0,"Stead, Mr William Thomas",62,Southampton,"Wimbledon Park, London / Hayling Island, Hants",C-89,,,1,1,0,0
248,0,1,"Stengel, Mr Charles Emil Henry",54,Cherbourg,"Newark, NJ",,,1,1,1,0,0
249,0,1,"Stengel, Mrs Charles Emil Henry (Annie May Morris)",43,Cherbourg,"Newark, NJ",,,5,0,1,0,0
250,0,1,"Stephenson, Mrs Walter Bertram (Martha Eustis)",52,,"Haverford, PA",,,4,0,1,0,0
251,0,0,"Stewart, Mr Albert A.",31.19418104,Cherbourg,"Gallipolis, Ohio / ? Paris / New York",,,,1,1,0,0
252,0,1,"Stone, Mrs George Nelson (Martha E.)",62,,"Cincinatti, OH",,,6,0,1,0,0
253,0,0,"Straus, Mr Isidor",67,Southampton,"New York, NY",,17483 L221 15s 7d,-96,1,1,0,0
254,0,0,"Straus, Mrs Isidor (Ida Blun)",63,Southampton,"New York, NY",,17483 L221 15s 7d,,0,1,0,0
255,0,0,"Sutton, Mr Frederick",61,Southampton,"Haddenfield, NJ",,,-46,1,1,0,0
256,0,1,"Swift, Mrs Frederick Joel (Margaret Welles Barron)",46,Southampton,"Brooklyn, NY",,,8,0,1,0,0
257,0,0,"Taussig, Mr Emil",52,Southampton,"New York, NY",,,,1,1,0,0
258,0,1,"Taussig, Mrs Emil (Tillie Mandelbaum)",39,Southampton,"New York, NY",,,8,0,1,0,0
259,0,1,"Taussig, Miss Ruth",18,Southampton,"New York, NY",,,8,0,1,0,0
260,0,1,"Taylor, Mr Elmer Zebley",48,Southampton,"London /  East Orange, NJ",C-126,,5,1,1,0,0
261,0,1,"Taylor, Mrs Elmer Zebley (Juliet Cummins Wright)",31.19418104,Southampton,"London /  East Orange, NJ",C-126,,5,0,1,0,0
262,0,0,"Thayer, Mr John Borland",49,Cherbourg,"Haverford, PA",,,,1,1,0,0
263,0,1,"Thayer, Mrs John Borland (Marian Longstreth Morris)",39,Cherbourg,"Haverford, PA",,,4,0,1,0,0
264,0,1,"Thayer, Mr John Borland, jr.",17,Cherbourg,"Haverford, PA",,,B,1,1,0,0
265,0,0,"Thorne, Mr George (alias of: Mr George Rosenshine)",46,Cherbourg,"New York, NY",,,,1,1,0,0
266,0,1,"Thorne, Mrs Gertrude Maybelle",31.19418104,Cherbourg,"New York, NY",,,D,0,1,0,0
267,0,1,"Tucker, Mr Gilbert Milligan, jr",31,Cherbourg,"Albany, NY",,,7,1,1,0,0
268,0,0,"Uruchurtu, Mr Manuel E.",31.19418104,Cherbourg,"Mexico City, Mexico",,,,1,1,0,0
269,0,0,"Van Derhoef, Mr Wyckoff",61,Southampton,"Brooklyn, NY",,,-245,1,1,0,0
270,0,0,"Walker, Mr William Anderson",47,Southampton,"East Orange, NJ",,,,1,1,0,0
271,0,0,"Warren, Mr Frank Manley",64,Cherbourg,"Portland, OR",,,,1,1,0,0
272,0,1,"Warren, Mrs Frank Manley (Anna S. Atkinson)",60,Cherbourg,"Portland, OR",,,5,0,1,0,0
273,0,0,"Weir, Col John",60,Southampton,"England Salt Lake City, Utah",,,,1,1,0,0
274,0,1,"White, Mrs J. Stuart (Ella Holmes)",55,Cherbourg,"New York, NY / Briarcliff Manor NY",,,8,0,1,0,0
275,0,0,"White, Mr Percival Wayland",54,Southampton,"Brunswick, ME",,,,1,1,0,0
276,0,0,"White, Mr Richard Frasar",21,Southampton,"Brunswick, ME",,,-169,1,1,0,0
277,0,0,"Wick, Mr George Dennick",57,Southampton,"Youngstown, OH",,,,1,1,0,0
278,0,1,"Wick, Mrs George Dennick (Martha Hitchcock)",45,Southampton,"Youngstown, OH",,,8,0,1,0,0
279,0,1,"Wick, Miss Mary Natalie",31,Southampton,"Youngstown, OH",C-7,,8,0,1,0,0
280,0,0,"Widener, Mr George Dunton",50,Cherbourg,"Elkins Park, PA",,,,1,1,0,0
281,0,1,"Widener, Mrs George Dunton (Eleanor Elkins)",50,Cherbourg,"Elkins Park, PA",,,4,0,1,0,0
282,0,0,"Widener, Mr Harry Elkins",27,Cherbourg,"Elkins Park, PA",,,,1,1,0,0
283,0,1,"Willard, Miss Constance",20,Southampton,"Duluth, MN",,,,0,1,0,0
284,0,0,"Williams, Mr Charles Duane",51,Cherbourg,"Geneva, Switzerland / Radnor, PA",,,,1,1,0,0
285,0,0,"Williams, Mr Fletcher Lambert",31.19418104,Southampton,"London, England",,,,1,1,0,0
286,0,1,"Williams, Mr Richard Norris II",21,Cherbourg,"Geneva, Switzerland / Radnor, PA",,,A,1,1,0,0
287,0,1,"Woolner, Mr Hugh",31.19418104,Southampton,"London, England",,,D,1,1,0,0
288,0,0,"Wright, Mr George",31.19418104,Southampton,"Halifax, NS",,,,1,1,0,0
289,0,1,"Young, Miss Marie Grice",36,Cherbourg,"New York, NY / Washington, DC",,,8,0,1,0,0
290,0,1,"Barber, Ms ",31.19418104,Southampton,,,,,0,1,0,0
291,0,1,"Bazzani, Ms Albina",31.19418104,Cherbourg,,,,,0,1,0,0
292,0,1,"Bidois, Miss Rosalie",31.19418104,Cherbourg,,,17754,,0,1,0,0
293,0,1,"Bird, Ms Ellen",31.19418104,Southampton,,C-97,17483,,0,1,0,0
294,0,1,"Bissetti, Ms Amelia",31.19418104,Cherbourg,,C-99,,,0,1,0,0
295,0,1,"Burns, Ms Elizabeth Margaret",31.19418104,Cherbourg,,,,,0,1,0,0
296,0,1,"Chaudanson, Ms 	Victorine",31.19418104,Cherbourg,,,17608,,0,1,0,0
297,0,1,"Cleaver, Ms Alice",31.19418104,Southampton,,C22,,11,0,1,0,0
298,0,1,"Daniels, Ms Sarah",31.19418104,Southampton,,C-22,,8,0,1,0,0
299,0,1,"Endres, Miss Caroline Louise",31.19418104,Cherbourg,"New York, NY",C-45,17754 L224 10s 6d,4,0,1,0,0
300,0,0,"Farthing, Mr John",31.19418104,Southampton,,C-55 (?C-95),17483,,1,1,0,0
301,0,0,"Fleming, Ms Margaret",31.19418104,Cherbourg,,,,4,0,1,0,0
302,0,1,"Francatelli, Ms Laura Mabel",31.19418104,Cherbourg,,,17485,,0,1,0,0
303,0,0,"Fry, Mr Richard",31.19418104,Southampton,,B-102,112058,,1,1,0,0
304,0,1,"Geiger, Miss Emily ",31.19418104,Cherbourg,,,,,0,1,0,0
305,0,0,"Giglio, Mr Victor",31.19418104,Cherbourg,,B-86,17593,,1,1,0,0
306,0,0,"Harrington, Mr Charles",31.19418104,Southampton,,,,,1,1,0,0
307,0,0,"Harrison, Mr William 	Henry",40,Southampton,,,112059,-110,1,1,0,0
308,0,0,"Hassah, Mr Hamad",31.19418104,Cherbourg,,,,,1,1,0,0
309,0,1,"Icabad (Icabod), Ms",31.19418104,,,,,,0,1,0,0
310,0,0,"Keeping, Mr Edwin",32,Cherbourg,,,,-45,1,1,0,0
311,0,1,"Kenchen, Ms Amelia",31.19418104,Southampton,,,,2,0,1,0,0
312,0,1,"LeRoy, Miss Berthe",31.19418104,Cherbourg,,,,2,0,1,0,0
313,0,0,"Lesneur, Mr Gustave",31.19418104,Cherbourg,,B-?,,,1,1,0,0
314,0,1,"Maloney, Ms",31.19418104,Southampton,,,,8,0,1,0,0
315,0,0,"Oliva, Mlle",31.19418104,Cherbourg,,,,,0,1,0,0
316,0,1,"Pericault, Ms",31.19418104,Southampton,,,,,0,1,0,0
317,0,0,"Ringhini, Mr Sante",33,Cherbourg,,,,-232,1,1,0,0
318,0,0,"Robbins, Mr Victor",31.19418104,Cherbourg,,C-62,17754,,1,1,0,0
319,0,1,"Segesser, Mlle. Emma",31.19418104,Cherbourg,,,,,0,1,0,0
320,0,0,"Seredeca, Ms",31.19418104,Southampton,,,,,0,1,0,0
321,0,0,"Ward, Ms Anna",31.19418104,Cherbourg,,,,,0,1,0,0
322,0,1,"Wilson, Ms Helen",31.19418104,Cherbourg,,,,,0,1,0,0
323,1,0,"Abelson, Mr Samuel",30,Cherbourg,"Russia New York, NY",,,,1,0,1,0
324,1,1,"Abelson, Mrs Samuel (Anna)",28,Cherbourg,"Russia New York, NY",,,12,0,0,1,0
325,1,0,"Andrew, Mr Edgar Samuel",18,Southampton,"Buenos Aires, Argentina / New Jersey, NJ",,,,1,0,1,0
326,1,0,"Andrew, Mr Frank",31.19418104,Southampton,"Cornwall, England Houghton, MI",,,,1,0,1,0
327,1,0,"Angle, Mr William A.",34,Southampton,"Warwick, England",,,,1,0,1,0
328,1,1,"Angle, Mrs William A. (Florence)",32,Southampton,"Warwick, England",,,,0,0,1,0
329,1,0,"Ashby, Mr John",57,Southampton,"West Hoboken, NJ",,,,1,0,1,0
330,1,0,"Bailey, Mr Percy Andrew",18,Southampton,"Penzance, Cornwall / Akron, OH",,,,1,0,1,0
331,1,0,"Baimbrigge, Mr Charles R.",23,Southampton,Guernsey,,,,1,0,1,0
332,1,1,"Balls, Mrs Ada E. Hall",36,Southampton,"Bristol, Avon / Jacksonville, FL",,,,0,0,1,0
333,1,0,"Banfield, Mr Frederick J.",28,Southampton,"Plymouth, Dorset / Houghton, MI",,,,1,0,1,0
334,1,0,"Bateman, Rev Robert James",51,Southampton,"Jacksonville, FL",,,-174,1,0,1,0
335,1,1,"Beane, Mr Edward",32,Southampton,"Norwich / New York, NY",,,,1,0,1,0
336,1,1,"Beane, Mrs Edward (Ethel Clarke)",19,Southampton,"Norwich / New York, NY",,,,0,0,1,0
337,1,0,"Beauchamp, Mr Henry James",28,Southampton,England,,,,1,0,1,0
338,1,1,"Becker, Mrs Allen Oliver (Nellie E. Baumgardner)",36,Southampton,"Guntur, India / Benton Harbour, MI",,230136 L39,11,0,0,1,0
339,1,1,"Becker, Miss Marion Louise",4,Southampton,"Guntur, India / Benton Harbour, MI",,230136 L39,11,0,0,1,0
340,1,1,"Becker, Master Richard F.",1,Southampton,"Guntur, India / Benton Harbour, MI",,230136 L39,11,1,0,1,0
341,1,1,"Becker, Miss Ruth Elizabeth",12,Southampton,"Guntur, India / Benton Harbour, MI",,230136 L39,13,0,0,1,0
342,1,1,"Beesley, Mr Lawrence",34,Southampton,London,D-56,248698 L13,13,1,0,1,0
343,1,1,"Bentham, Miss Lilian W.",19,Southampton,"Rochester, NY",,,12,0,0,1,0
344,1,0,"Berriman, Mr William S.",23,Southampton,"St Ives, Cornwall / Calumet, MI",,,,1,0,1,0
345,1,0,"Botsford, Mr William Hull",26,Southampton,"Elmira, NY / Orange, NJ",,,,1,0,1,0
346,1,0,"Bowenur, Mr Solomon",31.19418104,Southampton,London,,,,1,0,1,0
347,1,0,"Bracken, Mr James H.",27,Southampton,"Lake Arthur, Chavez County, NM",,,,1,0,1,0
348,1,1,"Brown, Miss Edith E.",15,Southampton,"Cape Town, South Africa / Seattle, WA",,,14,0,0,1,0
349,1,0,"Brown, Mr Thomas William Solomon",45,Southampton,"Cape Town, South Africa / Seattle, WA",,,,1,0,1,0
350,1,1,"Brown, Mrs Thomas William Solomon (Elizabeth C.)",40,Southampton,"Cape Town, South Africa / Seattle, WA",,,14,0,0,1,0
351,1,1,"Bryhl, Miss Dagmar",20,Southampton,"Skara, Sweden / Rockford, IL",,,12,0,0,1,0
352,1,0,"Bryhl, Mr Kurt Arnold Gottfrid",25,Southampton,"Skara, Sweden / Rockford, IL",,,,1,0,1,0
353,1,1,"Buss, Miss Kate",36,Southampton,"Sittingbourne, England / San Diego, CA",E-?,27849,9,0,0,1,0
354,1,0,"Butler, Mr Reginald Fenton",25,Southampton,"Southsea, Hants",,,-97,1,0,1,0
355,1,0,"Byles, Rev. Thomas Roussel D.",31.19418104,Southampton,London,,,,1,0,1,0
356,1,1,"Bystrom, Mrs Carolina",42,Southampton,"New York, NY",,,,0,0,1,0
357,1,1,"Caldwell, Mr Albert Francis",26,Southampton,"Bangkok, Thailand / Roseville, IL",,,13,1,0,1,0
358,1,1,"Caldwell, Mrs Albert Francis (Sylvia Mae Harbaugh)",26,Southampton,"Bangkok, Thailand / Roseville, IL",,,13,0,0,1,0
359,1,1,"Caldwell, Master Alden Gates",0.8333,Southampton,"Bangkok, Thailand / Roseville, IL",,,13,1,0,1,0
360,1,1,"Cameron, Miss Clear",31,Southampton,"Mamaroneck, NY",,,,0,0,1,0
361,1,0,"Campbell, Mr William",31.19418104,,Belfast,,,,1,0,1,0
362,1,0,"Carbines, Mr William",19,Southampton,"St Ives, Cornwall / Calumet, MI",,,-18,1,0,1,0
363,1,0,"Carter, Rev Ernest Courtenay",54,Southampton,London,,,,1,0,1,0
364,1,0,"Carter, Mrs Ernest Courtenay (Lillian Hughes)",44,Southampton,London,,,,0,0,1,0
365,1,0,"Chapman, Mr Charles Henry",52,Southampton,"Bronx, NY",,,-130,1,0,1,0
366,1,0,"Chapman, Mr John Henry",30,Southampton,"Cornwall / Spokane, WA",,,-17,1,0,1,0
367,1,0,"Chapman, Mrs John Henry (Elizabeth Lawry)",30,Southampton,"Cornwall / Spokane, WA",,,,0,0,1,0
368,1,1,"Christy, Mrs Alice Frances",31.19418104,Southampton,London,,,,0,0,1,0
369,1,1,"Christy, Miss Julie",31.19418104,Southampton,London,,,,0,0,1,0
370,1,0,"Clarke, Mr Charles V.",29,Southampton,"England / San Francisco, CA",,,,1,0,1,0
371,1,1,"Clarke, Mrs Charles V. (Ada Maria)",31.19418104,Southampton,"England / San Francisco, CA",,,14,0,0,1,0
372,1,0,"Coleridge, Mr Reginald Charles",29,Southampton,"Hartford, Huntingdonshire",,,,1,0,1,0
373,1,0,"Collander, Mr Erik",27,Southampton,"Helsinki, Finland Ashtabula, Ohio",,,,1,0,1,0
374,1,1,"Collett, Mr Sidney C. Stuart",24,Southampton,"London / Fort Byron, NY",,,9,1,0,1,0
375,1,0,"Collyer, Mr Harvey",35,Southampton,"Bishopstoke, Hants / Fayette Valley, ID",,,,1,0,1,0
376,1,1,"Collyer, Mrs Harvey (Charlotte Tate)",31,Southampton,"Bishopstoke, Hants / Fayette Valley, ID",,,14,0,0,1,0
377,1,1,"Collyer, Miss Marjorie",8,Southampton,"Bishopstoke, Hants / Fayette Valley, ID",,,14,0,0,1,0
378,1,0,"Cook, Mrs Selena Rogers",22,Southampton,Pennsylvania,F-33,,14,0,0,1,0
379,1,0,"Corbett, Mrs Walter H. (Irene Colvin)",30,Southampton,"Provo, UT",,,,0,0,1,0
380,1,0,"Corey, Mrs Percy C. (Mary Phyllis Elizabeth Miller)",31.19418104,Southampton,"Upper Burma, India Pittsburgh, PA",,,,0,0,1,0
381,1,0,"Cotterill, Mr Harry",20,Southampton,"Penzance, Cornwall / Akron, OH",,,,1,0,1,0
382,1,0,"Cunningham, Mr Alfred Fleming",31.19418104,,Belfast,,,,1,0,1,0
383,1,0,"Davies, Mr Charles Henry",21,Southampton,"Lyndhurst, England",,,,1,0,1,0
384,1,1,"Davis, Mrs Agnes",49,Southampton,"St Ives, Cornwall / Hancock, MI",,,,0,0,1,0
385,1,1,"Davis, Master John Morgan",8,Southampton,"St Ives, Cornwall / Hancock, MI",,,,1,0,1,0
386,1,1,"Davis, Miss Mary",28,Southampton,"London / Staten Island, NY",,,13,0,0,1,0
387,1,0,"Deacon, Mr Percy",18,Southampton,,,,,1,0,1,0
388,1,0,"de Brito, Mr Jose Joaquim",31.19418104,,"Portugal / Sau Paulo, Brazil",,,,1,0,1,0
389,1,0,"del Carlo, Mr Sebastiano",28,Cherbourg,"Lucca, Italy / California",,,-295,1,0,1,0
390,1,1,"del Carlo, Mrs Sebastiano (Argenia Genovese)",22,Cherbourg,"Lucca, Italy / California",,,,0,0,1,0
391,1,0,"Denbury, Mr Herbert",25,Southampton,"Guernsey / Elizabeth, NJ",,,,1,0,1,0
392,1,0,"Dibden, Mr William",18,Southampton,"New Forest, England",,,,1,0,1,0
393,1,1,"Doling, Mrs Ada",32,Southampton,Southampton,,,,0,0,1,0
394,1,1,"Doling, Miss Elsie",18,Southampton,Southampton,,,,0,0,1,0
395,1,0,"Downton (?Douton), Mr William James",31.19418104,Southampton,"Holley, NY",,,,1,0,1,0
396,1,0,"Drew, Mr James Vivian",42,Southampton,"Greenport, NY",,28220 L32 10s,,1,0,1,0
397,1,1,"Drew, Mrs James Vivian (Lulu Thorne Christian)",34,Southampton,"Greenport, NY",,28220 L32 10s,,0,0,1,0
398,1,1,"Drew, Master Marshall Brines",8,Southampton,"Greenport, NY",,28220 L32 10s,,1,0,1,0
399,1,1,"Duran y More, Miss Asuncion",31.19418104,Cherbourg,"Barcelona, Spain / Havana, Cuba",,,12,0,0,1,0
400,1,1,"Duran y More, Miss Florentina",31.19418104,Cherbourg,"Barcelona, Spain / Havana, Cuba",,,12,0,0,1,0
401,1,0,"Eitemiller, Mr George Floyd",23,Southampton,"England / Detroit, MI",,,,1,0,1,0
402,1,0,"Enander, Mr Ingvar",21,Southampton,"Goteborg, Sweden / Rockford, IL",,,,1,0,1,0
403,1,0,"Fahlstrom, Mr Arne Jonas",19,Southampton,"Oslo, Norway Bayonne, NJ",,,,1,0,1,0
404,1,0,"Faunthorpe, Mr Harry",31.19418104,Southampton,"England / Philadelphia, PA",,,-286,1,0,1,0
405,1,1,"Faunthorpe, Mrs Lizzie (see Wilkinson, E.)",31.19418104,,,,,,0,0,1,0
406,1,0,"Fillbrook, Mr Charles",31.19418104,Southampton,"Cornwall / Houghton, MI",,,,1,0,1,0
407,1,0,"Fox, Mr Stanley H.",38,Southampton,"Rochester, NY",,229236 L13,-236,1,0,1,0
408,1,0,"Frost, Mr Anthony (Archie) W.",31.19418104,,Belfast,,,,1,0,1,0
409,1,0,"Funk, Miss Annie C.",38,Southampton,"Janjgir, India / Pennsylvania",,,,0,0,1,0
410,1,0,"Fynney, Mr Joseph J.",35,Southampton,"Liverpool / Montreal, PQ",,,-322,1,0,1,0
411,1,0,"Gale, Mr Harry",35,Southampton,"Cornwall / Clear Creek, CO",,,,1,0,1,0
412,1,0,"Gale, Mr Shadrach",38,Southampton,"Cornwall / Clear Creek, CO",,,,1,0,1,0
413,1,1,"Garside, Miss Ethel",24,Southampton,"Brooklyn, NY",,,,0,0,1,0
414,1,0,"Gaskell, Mr Alfred",16,Southampton,"Liverpool / Montreal, PQ",,,,1,0,1,0
415,1,0,"Gavey, Mr Lawrence",26,Southampton,"Guernsey / Elizabeth, NJ",,,,1,0,1,0
416,1,0,"Gilbert, Mr William",45,Southampton,Cornwall,,,,1,0,1,0
417,1,0,"Giles, Mr Edgar",24,Southampton,"Cornwall / Camden, NJ",,,,1,0,1,0
418,1,0,"Giles, Mr Frederick",21,Southampton,"Cornwall / Camden, NJ",,,,1,0,1,0
419,1,0,"Giles, Mr Ralph",22,Southampton,"West Kensington, London",,,-297,1,0,1,0
420,1,0,"Gill, Mr John W.",31.19418104,Southampton,"Clevedon, England",,,,1,0,1,0
421,1,0,"Gillespie, Mr William",34,Southampton,"Vancouver, BC",,,,1,0,1,0
422,1,0,"Givard, Mr Hans Christensen",30,Southampton,,,,-305,1,0,1,0
423,1,0,"Greenberg, Mr Samuel",50,Southampton,"Bronx, NY",,,-19,1,0,1,0
424,1,0,"Hale, Mr Reginald",30,Southampton,"Auburn, NY",,,-75,1,0,1,0
425,1,1,"Hamalainen, Mrs William (Anna)",23,Southampton,"Detroit, MI",,,,0,0,1,0
426,1,1,"Hamalainen, Master Viljo",1,Southampton,"Detroit, MI",,,,1,0,1,0
427,1,0,"Harbeck, Mr William H.",44,Southampton,"Seattle, WA / Toledo, OH",,248749 L13,-35,1,0,1,0
428,1,0,"Harper, Rev John",28,Southampton,"Denmark Hill, Surrey / Chicago",,,,1,0,1,0
429,1,1,"Harper, Miss Nina",6,Southampton,"Denmark Hill, Surrey / Chicago",,,11,0,0,1,0
430,1,1,"Harris, Mr George",30,Southampton,London,,,,1,0,1,0
431,1,0,"Harris, Mr Walter",31.19418104,Southampton,"Walthamstow, England",,,,1,0,1,0
432,1,0,"Hart, Mr Benjamin",43,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,,1,0,1,0
433,1,1,"Hart, Mrs Benjamin (Esther)",45,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,14,0,0,1,0
434,1,1,"Hart, Miss Eva Miriam",7,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,14,0,0,1,0
435,1,1,"Herman, Miss Alice",24,Southampton,"Somerset / Bernardsville, NJ",,,9,0,0,1,0
436,1,1,"Herman, Miss Kate",24,Southampton,"Somerset / Bernardsville, NJ",,,9,0,0,1,0
437,1,0,"Herman, Mr Samuel",49,Southampton,"Somerset / Bernardsville, NJ",,,,1,0,1,0
438,1,1,"Herman, Mrs Samuel (Jane Laver)",48,Southampton,"Somerset / Bernardsville, NJ",,,9,0,0,1,0
439,1,1,"Hewlett, Mrs Mary D.",31.19418104,Southampton,"India / Rapid City, SD",,,13,0,0,1,0
440,1,0,"Hickman, Mr Leonard Mark",34,Southampton,"West Hampstead, London / Neepawa, MB",,,-256,1,0,1,0
441,1,0,"Hickman, Mr Lewis",32,Southampton,"West Hampstead, London / Neepawa, MB",,,,1,0,1,0
442,1,0,"Hickman, Mr Stanley George",21,Southampton,"West Hampstead, London / Neepawa, MB",,,,1,0,1,0
443,1,0,"Hiltunen, Miss Marta",18,Southampton,"Kontiolahti, Finland / Detroit, MI",,,,0,0,1,0
444,1,1,"Hocking, Mrs Elizabeth",53,Southampton,"Cornwall / Akron, OH",,,4,0,0,1,0
445,1,0,"Hocking, Mr George",23,Southampton,"Cornwall / Akron, OH",,,,1,0,1,0
446,1,1,"Hocking, Miss Ellen (Nellie)",21,Southampton,"Cornwall / Akron, OH",,,4,0,0,1,0
447,1,0,"Hocking, Mr Samuel James",31.19418104,Southampton,"Devonport, England",,,,1,0,1,0
448,1,0,"Hodges, Mr Henry Price",52,Southampton,Southampton,,,-149,1,0,1,0
449,1,0,"Hold, Mr Stephen",42,Southampton,"England / Sacramento, CA",,,,1,0,1,0
450,1,1,"Hold, Mrs Stephen (Annie Margaret)",36,Southampton,"England / Sacramento, CA",,,,0,0,1,0
